,Release Genre,Release Sub-Genre,Search Format,Search Week,Search Category,Release URL,Scrape Date,Release Title,Artist Name,Artist Location,Release Date,Tags,Track Info,All Lyrics,Number of Tracks,Number of Fans
205,alternative,all,all,this week,new,https://clickqnot.bandcamp.com/album/gift-of-giving,2021-08-18,Gift of Giving,Click of Rebels,,2021-08-17,"['alternative', 'beats', 'instrumental', 'mpc2500', 'sp404sx', 'trap']","[{'Track Title': 'PINKY RING', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '02:24'}, {'Track Title': 'F T N W O (FuckThaNewWorldOrder)', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '02:55'}, {'Track Title': 'FLOATIN', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '02:43'}, {'Track Title': '3-25-3042 (Expiration Date)', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '01:45'}, {'Track Title': 'I NEVER KNEW', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '02:54'}, {'Track Title': 'LAZY LOVE', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '02:27'}, {'Track Title': 'DIAMONDS & LIGHT', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '02:20'}, {'Track Title': 'REVOLUTION STATE OF MIND', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '02:00'}, {'Track Title': 'THE MOMENTS', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '02:19'}, {'Track Title': 'SUN', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '02:52'}, {'Track Title': 'THE PRIZE', 'Track Lyrics': 'N/A', 'Track Number': 11, 'Track Duration': '01:59'}, {'Track Title': 'HE GRINDED feat EPIC', 'Track Lyrics': 'N/A', 'Track Number': 12, 'Track Duration': '02:27'}, {'Track Title': 'WORTH IT', 'Track Lyrics': 'N/A', 'Track Number': 13, 'Track Duration': '03:03'}, {'Track Title': 'CATCH FLIGHT', 'Track Lyrics': 'N/A', 'Track Number': 14, 'Track Duration': '02:31'}]",N/A,14,1
206,hip-hop-rap,all,all,this week,top,https://commonandnormal.bandcamp.com/album/illuminati-bbq-party,2021-08-18,Illuminati BBQ Party,A Common and Normal Joint,"Detroit, Michigan",2021-08-06,"['hip-hop/rap', 'instrumental hip-hop', 'beat tape', 'boombap', 'experimental', 'lofi hiphop', 'rap', 'underground hip hop', 'Detroit']","[{'Track Title': 'Pink Cheese', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '02:00'}, {'Track Title': 'Breeze Beat', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '02:17'}, {'Track Title': 'Ibe the Grillest', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '02:09'}, {'Track Title': 'Sultry', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '02:22'}, {'Track Title': 'Soulstice', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '02:29'}, {'Track Title': 'Weekend Forecast', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '02:26'}, {'Track Title': 'Summer Scotch', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '01:33'}, {'Track Title': '1987', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '02:07'}, {'Track Title': 'Essential', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '02:06'}, {'Track Title': 'The Days That Made Us', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '02:42'}, {'Track Title': 'Huron', 'Track Lyrics': 'N/A', 'Track Number': 11, 'Track Duration': '02:02'}, {'Track Title': 'Cried', 'Track Lyrics': 'N/A', 'Track Number': 12, 'Track Duration': '02:54'}, {'Track Title': 'Sour Lemon Haze', 'Track Lyrics': 'N/A', 'Track Number': 13, 'Track Duration': '01:45'}, {'Track Title': 'Surf', 'Track Lyrics': 'N/A', 'Track Number': 14, 'Track Duration': '01:48'}, {'Track Title': 'Ōtori-SamaWAV', 'Track Lyrics': 'N/A', 'Track Number': 15, 'Track Duration': '01:58'}, {'Track Title': 'Parking Lot', 'Track Lyrics': 'N/A', 'Track Number': 16, 'Track Duration': '01:42'}, {'Track Title': 'US MUTANTES', 'Track Lyrics': 'N/A', 'Track Number': 17, 'Track Duration': '02:08'}, {'Track Title': 'Mind Therapy', 'Track Lyrics': 'N/A', 'Track Number': 18, 'Track Duration': '03:18'}, {'Track Title': 'Stay', 'Track Lyrics': 'N/A', 'Track Number': 19, 'Track Duration': '01:09'}, {'Track Title': 'Reset Rerun', 'Track Lyrics': 'N/A', 'Track Number': 20, 'Track Duration': '01:52'}, {'Track Title': 'On the Sly', 'Track Lyrics': 'N/A', 'Track Number': 21, 'Track Duration': '03:12'}, {'Track Title': 'Banana Clip Pudding', 'Track Lyrics': 'N/A', 'Track Number': 22, 'Track Duration': '01:43'}, {'Track Title': 'Saudade Reprise', 'Track Lyrics': 'N/A', 'Track Number': 23, 'Track Duration': '03:13'}, {'Track Title': 'VCR Tapes Vol.1', 'Track Lyrics': 'N/A', 'Track Number': 24, 'Track Duration': '03:49'}]",N/A,24,50
207,hip-hop-rap,all,all,this week,top,https://tanda.bandcamp.com/album/mf-doom-x-tatsuro-yamashita,2021-08-18,MF DOOM X TATSURO YAMASHITA,Tanda,Japan,2018-05-14,"['beats', 'hip hop', 'hip-hop/rap', 'mf doom', 'rap', 'tanda', 'tatsuro yamashita', 'bootlegs', 'mashup', 'remix', 'remixes', 'Japan']","[{'Track Title': 'Rae Sparkle', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '03:48'}, {'Track Title': 'Windy Ladies', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '03:31'}, {'Track Title': ""Dancer Ain't Nothing"", 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '03:44'}, {'Track Title': 'Melody Go Round', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '04:22'}, {'Track Title': 'Great Slider', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '02:36'}, {'Track Title': 'Air Book', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '03:31'}]",N/A,6,>1000
208,hip-hop-rap,all,all,this week,top,https://daneo-urbnet.bandcamp.com/album/dear-hip-hop-20-years-later,2021-08-18,Dear Hip Hop: 20 Years Later,Dan-e-o,"Toronto, Ontario",2017-10-06,"['canadian hip hop', 'dan-e-o', 'hip hop', 'hip-hop/rap', 'rap', 'canada', 'hip hop soul', 'ontario', 'reissue', 'toronto', 'underground hip hop', 'Toronto']","[{'Track Title': 'Dear Hip Hop', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '03:27'}, {'Track Title': 'Constipated', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '04:01'}, {'Track Title': 'Mental Mirage', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '04:44'}, {'Track Title': 'Son Daze', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '04:22'}, {'Track Title': 'Mic Surgery', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '04:35'}, {'Track Title': 'Dear Hip Hop (The 2nd Letter) (feat. Choclair, Frankenstein & Grimace Love)', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '05:02'}, {'Track Title': 'Incarceration', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '04:26'}, {'Track Title': 'So Deep', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '04:48'}, {'Track Title': 'Danish (feat. Nish Raawks)', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '04:46'}, {'Track Title': 'Dear Hip Hop (Remix)', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '04:14'}, {'Track Title': 'League Of Legends (feat. Thrust, Maestro Fresh Wes, Moka Only, Big Kish & Eternia)', 'Track Lyrics': 'N/A', 'Track Number': 11, 'Track Duration': '04:03'}, {'Track Title': 'Rap Essentials (feat. Mathematik & Deuce Deuce)', 'Track Lyrics': 'N/A', 'Track Number': 12, 'Track Duration': '03:34'}, {'Track Title': 'Spit (feat. Illa J)', 'Track Lyrics': 'N/A', 'Track Number': 13, 'Track Duration': '03:02'}, {'Track Title': '20 Years Later (feat. Fraction & Cable)', 'Track Lyrics': 'N/A', 'Track Number': 14, 'Track Duration': '04:22'}]",N/A,14,41
209,hip-hop-rap,all,all,this week,new,https://kakashinohaka.bandcamp.com/album/jesus-was-a-bastard,2021-08-18,JESUS WAS A BASTARD,かかしの墓,Japan,2021-08-27,"['hip-hop/rap', 'Japan']","[{'Track Title': 'JESUS WAS A BASTARD', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '00:47'}]",N/A,1,0
210,hip-hop-rap,all,all,this week,new,https://rekthearse.bandcamp.com/album/the-formaldehyde-remixez,2021-08-18,"""The Formaldehyde RemixeZ""",Rekt Hearse,"Sandy, Utah",2021-08-18,"['hip-hop/rap', 'horrorcore', 'juggalo', 'rap', 'underground', 'wickedshit', 'Sandy']","[{'Track Title': 'Thy Devilz Waltz (Lil Homie Remix)', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '01:51'}, {'Track Title': 'Thy Devilz Waltz (Big Homie Remix)', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '03:56'}, {'Track Title': 'Relentless Jellyfish (Wrecked Remix)', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '02:02'}, {'Track Title': 'Relentless Jellyfish (Chart Toppa Remix)', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '02:03'}, {'Track Title': 'Unseen (Undone Remix/ft.SlashMastaCid & PTCC)', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '03:27'}, {'Track Title': 'More Issues (Addicted 2 Crack Remix)', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '04:30'}, {'Track Title': 'MindMyMind (Deep Impact Remix/ft.Sic Mizfit)', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '03:24'}, {'Track Title': 'MindMyMind (Dark Reality Remix/ft.Sic Mizfit)', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '03:24'}, {'Track Title': 'Legend In The Flesh (Legendary Remix)', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '03:44'}, {'Track Title': 'Legend In The Flesh (Lil Homie Remix)', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '02:19'}, {'Track Title': 'Legend In The Flesh (Doc RoboSarcasmo Remix)', 'Track Lyrics': 'N/A', 'Track Number': 11, 'Track Duration': '03:44'}, {'Track Title': 'KillMyselfNow (Altitude Remix)', 'Track Lyrics': 'N/A', 'Track Number': 12, 'Track Duration': '01:13'}, {'Track Title': 'KillMyselfNow (Alien-X Remix)', 'Track Lyrics': 'N/A', 'Track Number': 13, 'Track Duration': '01:13'}, {'Track Title': ""I'm Ok (Doc RoboSarcasmo Remix)"", 'Track Lyrics': 'N/A', 'Track Number': 14, 'Track Duration': '04:12'}, {'Track Title': ""I'm Ok (I Don't Need Help Mix By Mylo Sanders)"", 'Track Lyrics': 'N/A', 'Track Number': 15, 'Track Duration': '02:14'}, {'Track Title': 'Fake Smile (Remix)', 'Track Lyrics': 'N/A', 'Track Number': 16, 'Track Duration': '01:35'}, {'Track Title': 'Dope Game Corrupted Mix (ft.Esham & Cap-C)', 'Track Lyrics': 'N/A', 'Track Number': 17, 'Track Duration': '03:56'}, {'Track Title': 'The Jizzing Leopards Damned Remix', 'Track Lyrics': 'N/A', 'Track Number': 18, 'Track Duration': '02:36'}]",N/A,18,0
211,hip-hop-rap,all,all,this week,new,https://adamr1.bandcamp.com/album/the-grime-tapes-vol-1,2021-08-18,The Grime Tapes Vol 1,"Adam R,Shem,Nutty P,Dubfreq,Efflex","Dartford, UK",2021-08-20,"['grime.', 'hip hop', 'hip-hop', 'hip-hop/rap', 'rap', 'ukgrime', 'instrumentals', 'uk drill music', 'Dartford']","[{'Track Title': 'Lock Off The Rave', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '03:30'}, {'Track Title': 'Time Shift', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '03:35'}, {'Track Title': 'Attention', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '03:31'}, {'Track Title': 'Ticking', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '03:15'}, {'Track Title': 'Stress', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '03:30'}, {'Track Title': 'Stay Trill', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '03:39'}, {'Track Title': 'Flex', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '04:06'}, {'Track Title': 'Olympus', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '03:29'}, {'Track Title': 'Hellish', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '03:32'}, {'Track Title': 'Together', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '03:36'}]",N/A,10,0
212,hip-hop-rap,all,all,this week,new,https://adamr1.bandcamp.com/album/pressure-album,2021-08-18,Pressure Album,Adam R & Efflex,"Dartford, UK",2021-08-20,"['grime.', 'grimey', 'hip hop', 'hip-hop', 'hip-hop/rap', 'rap', 'ukgrime', 'instrumentals', 'uk drill music', 'Dartford']","[{'Track Title': 'Fortune', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '03:15'}, {'Track Title': 'Lost The Plot', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '03:46'}, {'Track Title': 'Eastern Bass', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '03:17'}, {'Track Title': 'Change Of Plan', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '03:17'}, {'Track Title': 'Joker', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '03:01'}, {'Track Title': 'Royal', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '03:15'}, {'Track Title': 'Influence', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '03:15'}, {'Track Title': 'Switch', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '03:15'}, {'Track Title': 'Tag', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '03:17'}, {'Track Title': 'Trickshot', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '02:48'}]",N/A,10,0
213,hip-hop-rap,all,all,this week,new,https://bmpmusicgroup.bandcamp.com/album/2nd-season-2,2021-08-18,2nd Season #2,Bmp music group,South Africa,2021-08-16,"['hip-hop', 'hip-hop/rap', 'instrumental hip-hop', 'rap', 'hip hop instrumentals', 'South Africa']","[{'Track Title': 'O-z-a-r-t-Beats - SundaySession', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '01:04'}, {'Track Title': 'Iron Hits - Im a rider', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '01:37'}, {'Track Title': 'Aftathort - Jaguar', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '01:24'}, {'Track Title': 'Thabang Verse - Felacy', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '01:39'}, {'Track Title': 'Just Cause - All in the Mood', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '01:36'}, {'Track Title': 'Shogun - Sunshine', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '01:49'}, {'Track Title': 'Keynotez(SA) - STwoETwoone', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '01:20'}, {'Track Title': 'Dj 949- The Episode', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '01:34'}]",N/A,8,0
214,hip-hop-rap,all,all,this week,new,https://vatedust.bandcamp.com/album/nightmares-vol-1,2021-08-18,Nightmares vol. 1,Vatedust 𓁿,,2021-08-18,"['hip-hop/rap', 'nightmares', 'vatedust', 'underground']","[{'Track Title': 'ffear', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '01:11'}, {'Track Title': 'a lullaby', 'Track Lyrics': 'ohh laying in my bed\npainting all the scenes that you will do if i am dead\nlately i’ve been down\nsinkin deep inside my head\n\nscreamin with no sound\nsweating tears out from hands\n\nhuhu\nhays hays\nhuhu\nhays hays\n\nwalking through the snow\nslow as i can go\nno one’s coming now\ni will face it all alone\n\nwalking down the snow\nslow as i can go\nno one’s coming now\ni will face it all alone', 'Track Number': 2, 'Track Duration': '02:18'}, {'Track Title': 'decaying prison', 'Track Lyrics': '(aye ay aye ay\naye yuh ay\ni’m tired i’m tired it’s the same it’s the same errday is the same it’s the same it’s the same)\n\ni’m tired \ni’m tired\nit’s the same\nit’s the same\neveryday is the same \nit’s the same\nit’s the same\ni’m tired \ni’m tired\nit’s the same\nit’s the same\neveryday is the same\nit’s the same shit\n\nay\nfuck!!!\nay\ntrapped in this world and i’m fucked up\ntrapped in this body and i’m fucked up\ni feel heavy when i’m fucked up\ni can’t move cause i’m fucked\n\nyea i’ve been fucked up\ni’ve been fucked\ni came through this life just outta luck\nat first it was fun but now it’s fucked\ni feel like i’m stuck\ni’m stuck i’m stuck \ni’m stuck in this life\ni’m stuck in this body\nyea i’m stuck in this\neveryday yeah', 'Track Number': 3, 'Track Duration': '01:39'}, {'Track Title': 'in the skull of a mortal', 'Track Lyrics': 'lying to myself \ni’m okay with this\ndying, i’m in hell\nleave me as you please\nstay in my head\nonly thing i need\nbut you’re fading away\nin my memory', 'Track Number': 4, 'Track Duration': '02:20'}, {'Track Title': 'night', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '03:55'}]","
ohh laying in my bed
painting all the scenes that you will do if i am dead
lately i’ve been down
sinkin deep inside my head

screamin with no sound
sweating tears out from hands

huhu
hays hays
huhu
hays hays

walking through the snow
slow as i can go
no one’s coming now
i will face it all alone

walking down the snow
slow as i can go
no one’s coming now
i will face it all alone
(aye ay aye ay
aye yuh ay
i’m tired i’m tired it’s the same it’s the same errday is the same it’s the same it’s the same)

i’m tired 
i’m tired
it’s the same
it’s the same
everyday is the same 
it’s the same
it’s the same
i’m tired 
i’m tired
it’s the same
it’s the same
everyday is the same
it’s the same shit

ay
fuck!!!
ay
trapped in this world and i’m fucked up
trapped in this body and i’m fucked up
i feel heavy when i’m fucked up
i can’t move cause i’m fucked

yea i’ve been fucked up
i’ve been fucked
i came through this life just outta luck
at first it was fun but now it’s fucked
i feel like i’m stuck
i’m stuck i’m stuck 
i’m stuck in this life
i’m stuck in this body
yea i’m stuck in this
everyday yeah
lying to myself 
i’m okay with this
dying, i’m in hell
leave me as you please
stay in my head
only thing i need
but you’re fading away
in my memory",5,0
215,hip-hop-rap,all,all,this week,new,https://chillhop.bandcamp.com/album/passing-notes,2021-08-18,Passing Notes,Middle School,"Rotterdam, Netherlands",2021-08-18,"['hip hop', 'hip-hop/rap', 'jazz fusion', 'chill', 'chillhop', 'trip hop', 'Rotterdam']","[{'Track Title': 'When I Get Up In the Morning', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '02:56'}, {'Track Title': 'Chit Chat', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '02:05'}, {'Track Title': 'Same Old Circles', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '01:30'}, {'Track Title': 'The Way We Were ft. Aviino', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '02:34'}, {'Track Title': 'By The Window ft. Aso', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '03:23'}, {'Track Title': 'Passing Notes ft. Aso', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '02:28'}, {'Track Title': 'Halklow', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '01:11'}, {'Track Title': 'Chop City', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '02:31'}]",N/A,8,5
216,hip-hop-rap,all,all,this week,new,https://bestpaul.bandcamp.com/album/cloud-hopper-lofi-series-3,2021-08-18,Cloud Hopper Lofi Series 3,BestPaul,"Tucson, Arizona",2021-08-18,"['hip-hop/rap', 'boom bap', 'hip hop', 'lofi', 'Tucson']","[{'Track Title': 'Low Velocity', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '02:46'}, {'Track Title': 'Cloud Seeker', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '02:24'}, {'Track Title': 'Sundown', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '01:36'}, {'Track Title': 'New Bloom', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '02:17'}, {'Track Title': 'Side Trolley', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '02:24'}, {'Track Title': 'Peace Vibes', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '02:27'}, {'Track Title': 'Slowdometer', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '02:02'}, {'Track Title': 'Night Rain', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '02:12'}, {'Track Title': 'Wind Cycle', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '02:24'}, {'Track Title': 'Night Train', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '02:08'}, {'Track Title': 'Trees', 'Track Lyrics': 'N/A', 'Track Number': 11, 'Track Duration': '02:12'}, {'Track Title': 'Among the Stars', 'Track Lyrics': 'N/A', 'Track Number': 12, 'Track Duration': '02:40'}, {'Track Title': 'Beach Laxin', 'Track Lyrics': 'N/A', 'Track Number': 13, 'Track Duration': '02:17'}]",N/A,13,0
217,hip-hop-rap,all,all,this week,new,https://nordmassiv.bandcamp.com/album/schlachtplatte,2021-08-18,Schlachtplatte,Nordmassiv ,"HE, Germany",2021-09-15,"['hip-hop/rap', 'beats', 'german', 'hip hop', 'rap', 'Germany']","[{'Track Title': 'Live aus Frankfurt', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': 'N/A'}, {'Track Title': 'Kinder der Stadt', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': 'N/A'}, {'Track Title': 'Scheißegal', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': 'N/A'}, {'Track Title': 'Words', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': 'N/A'}, {'Track Title': 'Zeichen der Zeit', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': 'N/A'}, {'Track Title': 'Bin ohne Ding', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '03:54'}, {'Track Title': 'Schoppen hoch', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': 'N/A'}, {'Track Title': 'Skillz', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': 'N/A'}, {'Track Title': 'Deutschland ist Deutschland', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': 'N/A'}, {'Track Title': 'Meine Chabs', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': 'N/A'}, {'Track Title': 'VNLR', 'Track Lyrics': 'N/A', 'Track Number': 11, 'Track Duration': 'N/A'}, {'Track Title': 'Quien', 'Track Lyrics': 'N/A', 'Track Number': 12, 'Track Duration': 'N/A'}, {'Track Title': 'Gebrochendeutschsprechende', 'Track Lyrics': 'N/A', 'Track Number': 13, 'Track Duration': 'N/A'}, {'Track Title': 'Was ist Ambach', 'Track Lyrics': 'N/A', 'Track Number': 14, 'Track Duration': 'N/A'}, {'Track Title': 'Spruchstark', 'Track Lyrics': 'N/A', 'Track Number': 15, 'Track Duration': 'N/A'}, {'Track Title': 'Tschugger Kraz', 'Track Lyrics': 'N/A', 'Track Number': 16, 'Track Duration': 'N/A'}, {'Track Title': 'Blitzkrieg-Kahlschlag', 'Track Lyrics': 'N/A', 'Track Number': 17, 'Track Duration': 'N/A'}, {'Track Title': 'Rock on II', 'Track Lyrics': 'N/A', 'Track Number': 18, 'Track Duration': 'N/A'}, {'Track Title': 'Was', 'Track Lyrics': 'N/A', 'Track Number': 19, 'Track Duration': 'N/A'}, {'Track Title': 'Goldachter', 'Track Lyrics': 'N/A', 'Track Number': 20, 'Track Duration': 'N/A'}]",N/A,20,0
218,hip-hop-rap,all,all,this week,new,https://masochrsito.bandcamp.com/album/die-kulthure-und-ich-h-rproben,2021-08-18,DIE KULTHURE UND ICH (Hörproben),Masochristo,Germany,2021-08-14,"['hip-hop/rap', 'punk', 'boom bap', 'concious rap', 'deutschrap', 'underground', 'Germany']","[{'Track Title': 'SONNE (Hörprobe da unfertig!!)', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '01:30'}, {'Track Title': 'Alles ist Nichts', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '02:14'}, {'Track Title': 'Sumoringer / Beat Beat Beable vol 1 every morning /Hörprobe unfertig', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '02:37'}]",N/A,3,0
